Nom,Prénom,Email,Numéro_Téléphone,Adresse,Date_de_naissance,Sexe,État_civil,Nationalité,Langues,Diplôme,Année_diplôme,Établissement,Expérience_professionnelle,Certifications,Compétences
LXAPI,ZMWYH,DDC04F55@example.com,6284883000.0,D203F82C-D Street,1976-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Master,2009,Université Paris,J'ai mis en place un versionning structuré avec Git pour faciliter le développement en équipe.,Certification en développement web et programmation Python.,Développement
VUXXH,HWDYM,ECEF689F@example.com,6605967000.0,39DD5EF7-5 Street,1982-01-21,Femme,Célibataire,Espagnole,"Anglais, Allemand",Licence,2001,École Supérieure de Commerce,Développement d'une stratégie publicitaire Facebook pour améliorer la notoriété de la marque.,Certification en marketing digital et stratégies de contenu.,Marketing
IYTHV,JHSSH,FE5E5652@example.com,6934398000.0,91D844ED-1 Street,1969-01-21,Homme,Marié(e),Espagnole,"Anglais, Allemand",Master,2014,École Supérieure de Commerce,J'ai assuré la gestion de la performance technique des projets en tant que Technical Lead.,Certification en gestion de projet Agile.,Gestion
EFOMB,CDZNC,DDDD65A4@example.com,6713744000.0,F8505898-D Street,1993-01-21,Homme,Marié(e),Française,"Français, Anglais",BTS,2001,Université Lyon,J'ai implémenté une logique métier complexe avec C#.,Certification en développement web et programmation Python.,Développement
LBZUQ,ECMGP,C13DC6DB@example.com,6801435000.0,89809D26-7 Street,2005-01-21,Femme,Célibataire,Française,"Français, Espagnol",Master,2006,Université Paris,"En tant que responsable marketing, j'ai ajusté la stratégie de tarification pour tirer parti des opportunités du marché.",Certification en marketing digital et stratégies de contenu.,Marketing
ZKWFY,TYSNJ,F9083DA1@example.com,6259843000.0,1DBFA78A-A Street,1997-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2013,École Supérieure de Commerce,Développement de partenariats stratégiques avec des micro-influenceurs dans des secteurs clés.,Certification en marketing digital et stratégies de contenu.,Marketing
SMRHD,BCMSV,4E3845AE@example.com,6311184000.0,94B7AFD5-9 Street,1975-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Master,2017,Université Paris,Suivi des mouvements de monnaie et gestion des réserves de liquidités.,Certification en gestion de projet Agile.,Gestion
EVRUV,PDOTE,09E6C92B@example.com,6736917000.0,9FD382A9-4 Street,1979-01-21,Homme,Marié(e),Espagnole,"Français, Espagnol",Master,2016,Université Paris,Développement d'outils de gestion de contenu avec PHP pour des équipes marketing.,Certification en développement web et programmation Python.,Développement
OULCV,KGSFH,897CA0EF@example.com,6749391000.0,05378D7E-D Street,2003-01-21,Homme,Marié(e),Anglaise,"Français, Espagnol",Master,2017,École Supérieure de Commerce,Formation des équipes internes sur les meilleures pratiques de gestion des retours produits.,Certification en gestion de projet Agile.,Gestion
RCILL,HWQAN,6BD67237@example.com,6971545000.0,DA6FED9F-1 Street,1973-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2011,Université Paris,Suivi des résultats des campagnes publicitaires et ajustement des stratégies en fonction des analyses des données de Data-driven marketing.,Certification en marketing digital et stratégies de contenu.,Marketing
HGOPE,OGNUX,F29C3EA2@example.com,6881801000.0,D8A1F511-B Street,1992-01-21,Femme,Célibataire,Anglaise,"Anglais, Allemand",Licence,2011,Université Lyon,"En tant que responsable des prix, j'ai supervisé l'ajustement de la stratégie de tarification en fonction des changements de coûts.",Certification en marketing digital et stratégies de contenu.,Marketing
LDCLL,JFTWW,B07A01EB@example.com,6835862000.0,F79D9AC5-0 Street,1996-01-21,Femme,Marié(e),Française,"Français, Espagnol",Master,2012,Université Lyon,J'ai dirigé des campagnes de marketing viral qui ont conduit à une croissance significative du trafic web.,Certification en marketing digital et stratégies de contenu.,Marketing
DAMCU,KKVAJ,F77C9F9A@example.com,6522958000.0,48973A8F-0 Street,1982-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2010,École Supérieure de Commerce,Mise en place d'un système de test rapide pour expérimenter différentes stratégies et maximiser les résultats de Growth Hacking.,Certification en marketing digital et stratégies de contenu.,Marketing
OVLKK,WPOFR,4C790038@example.com,6782838000.0,C632AAAF-4 Street,1999-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Master,2009,Université Paris,Mise en place de solutions pour la gestion des entreprises de transport et logistique.,Certification en développement web et programmation Python.,Développement
NGXAG,YHNKL,B7044339@example.com,6864348000.0,9C894814-F Street,1977-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2019,Université Lyon,J'ai exploré les nouveautés CSS3 pour enrichir mes designs.,Certification en développement web et programmation Python.,Développement
QCBPX,SZUXY,7E6D5CFC@example.com,6930774000.0,37EB3690-5 Street,1967-01-21,Femme,Divorcé(e),Espagnole,"Français, Espagnol",BTS,2015,Université Lyon,Réduction du taux de rebond en optimisant le contenu de la page grâce à des suggestions d'outils SEO pour rendre le contenu plus pertinent.,Certification en marketing digital et stratégies de contenu.,Marketing
PRHSP,VAVOK,9F9BBAA6@example.com,6615747000.0,F752F7E3-C Street,2005-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",Licence,2014,École Supérieure de Commerce,Réalisation de l’architecture logicielle en C++ pour un projet d’IA en temps réel.,Certification en développement web et programmation Python.,Développement
YUXHY,ZGYUS,60832032@example.com,6804219000.0,B9084030-8 Street,1983-01-21,Homme,Célibataire,Française,"Français, Espagnol",Master,2000,École Supérieure de Commerce,Stratégie de personnalisation de contenu pour mieux adapter les messages des micro-influenceurs.,Certification en marketing digital et stratégies de contenu.,Marketing
PAWFU,ZYRGG,C6279396@example.com,6817496000.0,8BE38E45-6 Street,1987-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2011,Université Lyon,Intégration d'outils de support client avec Zendesk et autres API.,Certification en développement web et programmation Python.,Développement
OOTKH,EULQU,95A4B7E1@example.com,667581400.0,ED2E4A2E-4 Street,1993-01-21,Femme,Divorcé(e),Anglaise,"Français, Espagnol",Licence,2008,Université Lyon,Création d'une architecture microservices avec Spring Boot et Spring Cloud.,Certification en développement web et programmation Python.,Développement
TSPRC,TFBXM,4D1F1BB3@example.com,676395500.0,C1D5A41C-A Street,2001-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2018,Université Lyon,J'ai utilisé Flexbox en CSS pour structurer la mise en page d'un projet.,Certification en développement web et programmation Python.,Développement
DDVHM,NRUHW,9386A0E7@example.com,6352236000.0,653AEA5D-3 Street,1996-01-21,Autre,Divorcé(e),Anglaise,"Français, Espagnol",BTS,2018,Université Lyon,Supervision des stratégies de financement des projets bancaires.,Certification en gestion de projet Agile.,Gestion
NBVYV,JZTGO,42CC1BA1@example.com,6625336000.0,5AB24A3C-5 Street,1983-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2001,École Supérieure de Commerce,Création de dashboards Power BI pour visualiser l’impact des campagnes de publicité sur les ventes.,Certification en développement web et programmation Python.,Développement
TILNK,TKSAT,138BC69A@example.com,6234298000.0,3077E340-C Street,1984-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",BTS,2015,École Supérieure de Commerce,Création de systèmes de surveillance en temps réel avec le langage R pour les infrastructures critiques.,Certification en développement web et programmation Python.,Développement
URBHK,QPBME,DF14128C@example.com,6644562000.0,0CEE6662-3 Street,1995-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",BTS,2010,Université Lyon,Intégration de Postman dans les tests d'API des services cloud.,Certification en développement web et programmation Python.,Développement
FJZSX,ITSFL,544C1585@example.com,6535779000.0,46A58A86-2 Street,1976-01-21,Femme,Célibataire,Française,"Français, Espagnol",BTS,2018,Université Lyon,J'ai mis en place des mécanismes de gouvernance pour garantir la conformité des pratiques commerciales.,Certification en gestion de projet Agile.,Gestion
ITUTV,RJDGD,B1687CDC@example.com,6307709000.0,102B20D9-8 Street,1992-01-21,Homme,Marié(e),Française,"Français, Espagnol",Master,2007,Université Paris,Supervision de la gestion du changemeGestion des connaissancesnt pour la mise en place d'une nouvelle politique de développement durable.,Certification en gestion de projet Agile.,Gestion
YDMNQ,PJPLX,3344C0C1@example.com,6891327000.0,56093674-3 Street,1971-01-21,Autre,Marié(e),Française,"Français, Anglais",Licence,2007,Université Lyon,Mise en œuvre d'une architecture de traitement d'événements complexes avec Apache Kafka.,Certification en développement web et programmation Python.,Développement
RZFOD,LLLXP,5D256161@example.com,6600084000.0,D5EC50C1-F Street,1998-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Master,2013,École Supérieure de Commerce,J'ai supervisé l'administration des outils de planification pour optimiser l'allocation des ressources dans les projets.,Certification en gestion de projet Agile.,Gestion
BWDAA,MBBZU,4A7B29AA@example.com,6417677000.0,40963D13-D Street,1992-01-21,Autre,Divorcé(e),Espagnole,"Anglais, Allemand",BTS,2004,Université Lyon,Développement de visualisations Power BI pour améliorer la gestion de la relation client.,Certification en développement web et programmation Python.,Développement
KFVBU,VNEOS,0F1E6480@example.com,6157429000.0,2BA5C256-5 Street,2003-01-21,Autre,Marié(e),Française,"Français, Anglais",Master,2007,Université Lyon,Mise en place d'architectures Cloud computing sécurisées pour les entreprises.,Certification en développement web et programmation Python.,Développement
DIFBW,IJBSK,0F8162CD@example.com,6152046000.0,F1824267-6 Street,1975-01-21,Homme,Divorcé(e),Française,"Français, Anglais",BTS,2016,Université Paris,"Création de campagnes marketing ciblées pour les utilisateurs ayant abandonné leur panier, dans le but de les réengager et augmenter les conversions.",Certification en marketing digital et stratégies de contenu.,Marketing
POKOQ,WSYRW,97382DAE@example.com,6887763000.0,F05EB499-0 Street,1973-01-21,Homme,Marié(e),Française,"Français, Anglais",Master,2008,Université Paris,Élaboration de stratégies d'assurance pour minimiser les risques financiers de l'entreprise.,Certification en gestion de projet Agile.,Gestion
LXIXC,LYCFL,77DB0826@example.com,6386163000.0,072DECB1-E Street,2003-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Master,2008,Université Lyon,Gestion du marketing vidéo pour augmenter les interactions sur les plateformes sociales.,Certification en marketing digital et stratégies de contenu.,Marketing
FGWOT,VQHML,30179449@example.com,6786211000.0,A05EECB5-C Street,1997-01-21,Femme,Marié(e),Anglaise,"Français, Espagnol",Licence,2016,Université Lyon,Déploiement d'un CRM dans l'entreprise pour centraliser toutes les interactions clients et améliorer la communication.,Certification en marketing digital et stratégies de contenu.,Marketing
IVUAG,NSTBU,DA647D83@example.com,6461670000.0,1AC89E00-5 Street,2000-01-21,Femme,Célibataire,Française,"Français, Anglais",Master,2011,École Supérieure de Commerce,J'ai dirigé des campagnes d'Influencer marketing sur les réseaux sociaux pour promouvoir un produit phare.,Certification en marketing digital et stratégies de contenu.,Marketing
IAXAO,KAAXD,02E99007@example.com,6741185000.0,295783B4-F Street,1981-01-21,Homme,Marié(e),Française,"Français, Anglais",BTS,2000,Université Lyon,Collaboration avec les équipes de QA pour intégrer Test-Driven Development (TDD) dans le cycle de développement des projets.,Certification en développement web et programmation Python.,Développement
BVFSE,MCULR,8CB79A0F@example.com,6124996000.0,7211B7F4-E Street,1988-01-21,Femme,Célibataire,Anglaise,"Français, Espagnol",BTS,2009,École Supérieure de Commerce,J'ai intégré la stratégie de tarification dans le cadre de la planification stratégique pour améliorer les performances financières.,Certification en marketing digital et stratégies de contenu.,Marketing
HKJRU,FHSKI,DE07D72B@example.com,6247204000.0,926A1322-D Street,1996-01-21,Femme,Marié(e),Espagnole,"Anglais, Allemand",Licence,2009,Université Lyon,Utilisation d'AWS Redshift pour l'analyse des grandes données.,Certification en développement web et programmation Python.,Développement
JFYPG,FNYMM,BEA84C84@example.com,6632340000.0,11FFF9E3-C Street,1991-01-21,Homme,Divorcé(e),Anglaise,"Français, Anglais",Licence,2013,Université Lyon,Création d'interfaces utilisateur simples et intuitives en appliquant des principes UX/UI de qualité.,Certification en marketing digital et stratégies de contenu.,Marketing
IHDFI,BEOOW,07956156@example.com,6780237000.0,B44399D5-C Street,1970-01-21,Femme,Célibataire,Française,"Français, Espagnol",Master,2006,Université Lyon,Suivi de la politique de change et de la gestion de la monnaie au sein du département financier.,Certification en gestion de projet Agile.,Gestion
TGCSM,BZOTA,EA3A4F3E@example.com,6889763000.0,959EB86F-E Street,2001-01-21,Homme,Célibataire,Française,"Anglais, Allemand",Licence,2001,Université Paris,Gestion des configurations d'application avec Spring Boot et Spring Cloud Config.,Certification en développement web et programmation Python.,Développement
ZGUGY,MEUEH,5F385B54@example.com,6158655000.0,22DD407E-1 Street,1984-01-21,Femme,Célibataire,Espagnole,"Français, Anglais",Master,2017,École Supérieure de Commerce,Création de solutions CRM pour la gestion des relations clients en PHP.,Certification en développement web et programmation Python.,Développement
ILHSI,APWZT,AA8BEEA1@example.com,6289225000.0,8B410A4E-6 Street,2001-01-21,Femme,Marié(e),Française,"Français, Anglais",Master,2012,Université Paris,Analyse décisionnelle appliquée à la gestion des actifs et investissements.,Certification en gestion de projet Agile.,Gestion
VOOHL,BLFKE,1A5D3E9F@example.com,6453653000.0,BD2FC58F-2 Street,1966-01-21,Homme,Marié(e),Anglaise,"Français, Anglais",Licence,2009,Université Lyon,Réalisation de campagnes de marketing en temps réel pour réagir aux tendances émergentes.,Certification en marketing digital et stratégies de contenu.,Marketing
